season,conference,division,team,wins,losses,ties,win_pct,div_rank,sov,sos,seed,playoffs
2012,AFC,AFC West,DEN,13,3,0,0.8125,1,0.384615,0.457031,1,LostDV
2012,AFC,AFC West,KC,2,14,0,0.125,4,0.4375,0.515625,,
2012,AFC,AFC West,OAK,4,12,0,0.25,3,0.21875,0.46875,,
2012,AFC,AFC West,SD,7,9,0,0.4375,2,0.285714,0.457031,,
2012,NFC,NFC East,DAL,8,8,0,0.5,3,0.421875,0.523438,,
2012,NFC,NFC East,NYG,9,7,0,0.5625,2,0.486111,0.519531,,
2012,NFC,NFC East,PHI,4,12,0,0.25,4,0.484375,0.507812,,
2012,NFC,NFC East,WAS,10,6,0,0.625,1,0.45,0.492188,4,LostWC
2012,NFC,NFC North,CHI,10,6,0,0.625,3,0.4,0.507812,,
2012,NFC,NFC North,DET,4,12,0,0.25,4,0.375,0.5625,,
2012,NFC,NFC North,GB,11,5,0,0.6875,1,0.4375,0.503906,3,LostDV
2012,NFC,NFC North,MIN,10,6,0,0.625,2,0.45,0.515625,6,LostWC
2012,NFC,NFC South,ATL,13,3,0,0.8125,1,0.418269,0.421875,1,LostCC
2012,NFC,NFC South,CAR,7,9,0,0.4375,2,0.464286,0.515625,,
2012,NFC,NFC South,NO,7,9,0,0.4375,3,0.446429,0.519531,,
2012,NFC,NFC South,TB,7,9,0,0.4375,4,0.446429,0.5,,
2012,NFC,NFC West,ARI,5,11,0,0.3125,4,0.475,0.550781,,
2012,NFC,NFC West,SEA,11,5,0,0.6875,2,0.528409,0.496094,5,LostDV
2012,NFC,NFC West,SF,11,4,1,0.71875,1,0.477273,0.5,2,LostSB
2012,NFC,NFC West,STL,7,8,1,0.46875,3,0.491071,0.535156,,
2013,AFC,AFC East,BUF,6,10,0,0.375,4,0.5,0.515625,,
2013,AFC,AFC East,MIA,8,8,0,0.5,3,0.515625,0.519531,,
2013,AFC,AFC East,NE,12,4,0,0.75,1,0.427083,0.46875,2,LostCC
2013,AFC,AFC East,NYJ,8,8,0,0.5,2,0.414062,0.484375,,
2013,AFC,AFC North,BAL,8,8,0,0.5,3,0.414062,0.476562,,
2013,AFC,AFC North,CIN,10,6,0,0.625,1,0.49375,0.480469,4,LostWC
2013,AFC,AFC North,CLE,4,12,0,0.25,4,0.453125,0.507812,,
2013,AFC,AFC North,PIT,8,8,0,0.5,2,0.4375,0.460938,,
2013,AFC,AFC South,HOU,2,14,0,0.125,4,0.5,0.558594,,
2013,AFC,AFC South,IND,11,5,0,0.6875,1,0.448864,0.480469,3,LostDV
2013,AFC,AFC South,JAX,4,12,0,0.25,3,0.234375,0.503906,,
2013,AFC,AFC South,TEN,7,9,0,0.4375,2,0.375,0.503906,,
2013,AFC,AFC West,DEN,13,3,0,0.8125,1,0.423077,0.46875,1,LostSB
2013,AFC,AFC West,KC,11,5,0,0.6875,2,0.335227,0.445312,5,LostWC
2013,AFC,AFC West,OAK,4,12,0,0.25,4,0.359375,0.523438,,
2013,AFC,AFC West,SD,9,7,0,0.5625,3,0.548611,0.492188,6,LostDV
2013,NFC,NFC East,DAL,8,8,0,0.5,2,0.359375,0.484375,,
2013,NFC,NFC East,NYG,7,9,0,0.4375,3,0.366071,0.519531,,
2013,NFC,NFC East,PHI,10,6,0,0.625,1,0.39375,0.453125,3,LostWC
2013,NFC,NFC East,WAS,3,13,0,0.1875,4,0.4375,0.515625,,
2013,NFC,NFC North,CHI,8,8,0,0.5,3,0.453125,0.460938,,
2013,NFC,NFC North,DET,8,8,0,0.5,2,0.421875,0.445312,,
2013,NFC,NFC North,GB,8,7,1,0.53125,1,0.375,0.453125,4,LostWC
2013,NFC,NFC North,MIN,5,10,1,0.34375,4,0.4625,0.511719,,
2013,NFC,NFC South,ATL,4,12,0,0.25,3,0.3125,0.550781,,
2013,NFC,NFC South,CAR,12,4,0,0.75,1,0.447917,0.492188,2,LostDV
2013,NFC,NFC South,NO,11,5,0,0.6875,2,0.454545,0.515625,6,LostDV
2013,NFC,NFC South,TB,4,12,0,0.25,4,0.40625,0.578125,,
2013,NFC,NFC West,ARI,10,6,0,0.625,3,0.45,0.535156,,
2013,NFC,NFC West,SEA,13,3,0,0.8125,1,0.442308,0.488281,1,WonSB
2013,NFC,NFC West,SF,12,4,0,0.75,2,0.411458,0.492188,5,LostCC
2013,NFC,NFC West,STL,7,9,0,0.4375,4,0.446429,0.550781,,
2014,AFC,AFC East,BUF,9,7,0,0.5625,2,0.486111,0.515625,,
2014,AFC,AFC East,MIA,8,8,0,0.5,3,0.40625,0.511719,,
2014,AFC,AFC East,NE,12,4,0,0.75,1,0.484375,0.511719,1,WonSB
2014,AFC,AFC East,NYJ,4,12,0,0.25,4,0.375,0.542969,,
2014,AFC,AFC North,BAL,10,6,0,0.625,3,0.375,0.46875,6,LostDV
2014,AFC,AFC North,CIN,10,5,1,0.65625,2,0.425,0.496094,5,LostWC
2014,AFC,AFC North,CLE,7,9,0,0.4375,4,0.366071,0.472656,,
2014,AFC,AFC North,PIT,11,5,0,0.6875,1,0.477273,0.445312,3,LostWC
2014,AFC,AFC South,HOU,9,7,0,0.5625,2,0.298611,0.445312,,
2014,AFC,AFC South,IND,11,5,0,0.6875,1,0.369318,0.476562,4,LostCC
2014,AFC,AFC South,JAX,3,13,0,0.1875,3,0.3125,0.511719,,
2014,AFC,AFC South,TEN,2,14,0,0.125,4,0.375,0.503906,,
2014,AFC,AFC West,DEN,12,4,0,0.75,1,0.484375,0.519531,2,LostDV
2014,AFC,AFC West,KC,9,7,0,0.5625,2,0.5,0.511719,,
2014,AFC,AFC West,OAK,3,13,0,0.1875,4,0.541667,0.570312,,
2014,AFC,AFC West,SD,9,7,0,0.5625,3,0.402778,0.511719,,
2014,NFC,NFC East,DAL,12,4,0,0.75,1,0.421875,0.445312,3,LostDV
2014,NFC,NFC East,NYG,6,10,0,0.375,3,0.322917,0.511719,,
2014,NFC,NFC East,PHI,10,6,0,0.625,2,0.4125,0.488281,,
2014,NFC,NFC East,WAS,4,12,0,0.25,4,0.421875,0.496094,,
2014,NFC,NFC North,CHI,5,11,0,0.3125,4,0.3375,0.527344,,
2014,NFC,NFC North,DET,11,5,0,0.6875,2,0.392045,0.46875,6,LostWC
2014,NFC,NFC North,GB,12,4,0,0.75,1,0.4375,0.480469,2,LostCC
2014,NFC,NFC North,MIN,7,9,0,0.4375,3,0.303571,0.472656,,
2014,NFC,NFC South,ATL,6,10,0,0.375,3,0.375,0.476562,,
2014,NFC,NFC South,CAR,7,8,1,0.46875,1,0.357143,0.488281,4,LostDV
2014,NFC,NFC South,NO,7,9,0,0.4375,2,0.410714,0.480469,,
2014,NFC,NFC South,TB,2,14,0,0.125,4,0.46875,0.480469,,
2014,NFC,NFC West,ARI,11,5,0,0.6875,2,0.477273,0.523438,5,LostWC
2014,NFC,NFC West,SEA,12,4,0,0.75,1,0.510417,0.523438,1,LostSB
2014,NFC,NFC West,SF,8,8,0,0.5,3,0.507812,0.527344,,
2014,NFC,NFC West,STL,6,10,0,0.375,4,0.427083,0.53125,,
2015,AFC,AFC East,BUF,8,8,0,0.5,3,0.445312,0.507812,,
2015,AFC,AFC East,MIA,6,10,0,0.375,4,0.458333,0.46875,,
2015,AFC,AFC East,NE,12,4,0,0.75,1,0.453125,0.472656,2,LostCC
2015,AFC,AFC East,NYJ,10,6,0,0.625,2,0.39375,0.441406,,
2015,AFC,AFC North,BAL,5,11,0,0.3125,3,0.425,0.507812,,
2015,AFC,AFC North,CIN,12,4,0,0.75,1,0.40625,0.476562,3,LostWC
2015,AFC,AFC North,CLE,3,13,0,0.1875,4,0.270833,0.53125,,
2015,AFC,AFC North,PIT,10,6,0,0.625,2,0.4625,0.503906,6,LostDV
2015,AFC,AFC South,HOU,9,7,0,0.5625,1,0.409722,0.496094,4,LostWC
2015,AFC,AFC South,IND,8,8,0,0.5,2,0.40625,0.5,,
2015,AFC,AFC South,JAX,5,11,0,0.3125,3,0.375,0.472656,,
2015,AFC,AFC South,TEN,3,13,0,0.1875,4,0.375,0.492188,,
2015,AFC,AFC West,DEN,12,4,0,0.75,1,0.479167,0.5,1,WonSB
2015,AFC,AFC West,KC,11,5,0,0.6875,2,0.431818,0.496094,5,LostDV
2015,AFC,AFC West,OAK,7,9,0,0.4375,3,0.366071,0.511719,,
2015,AFC,AFC West,SD,4,12,0,0.25,4,0.328125,0.527344,,
2015,NFC,NFC East,DAL,5,11,0,0.3125,4,0.4125,0.523438,,
2015,NFC,NFC East,NYG,6,10,0,0.375,3,0.40625,0.5,,
2015,NFC,NFC East,PHI,6,10,0,0.375,2,0.510417,0.515625,,
2015,NFC,NFC East,WAS,9,7,0,0.5625,1,0.395833,0.464844,4,LostWC
2015,NFC,NFC North,CHI,6,10,0,0.375,4,0.46875,0.546875,,
2015,NFC,NFC North,DET,7,9,0,0.4375,3,0.419643,0.53125,,
2015,NFC,NFC North,GB,10,6,0,0.625,2,0.45625,0.535156,5,LostDV
2015,NFC,NFC North,MIN,11,5,0,0.6875,1,0.448864,0.503906,3,LostWC
2015,NFC,NFC South,ATL,8,8,0,0.5,2,0.453125,0.480469,,
2015,NFC,NFC South,CAR,15,1,0,0.9375,1,0.4375,0.441406,1,LostSB
2015,NFC,NFC South,NO,7,9,0,0.4375,3,0.410714,0.503906,,
2015,NFC,NFC South,TB,6,10,0,0.375,4,0.40625,0.484375,,
2015,NFC,NFC West,ARI,13,3,0,0.8125,1,0.451923,0.472656,2,LostCC
2015,NFC,NFC West,SEA,10,6,0,0.625,2,0.4375,0.523438,6,LostDV
2015,NFC,NFC West,SF,5,11,0,0.3125,4,0.4625,0.539062,,
2015,NFC,NFC West,STL,7,9,0,0.4375,3,0.482143,0.527344,,
2016,AFC,AFC East,BUF,7,9,0,0.4375,3,0.330357,0.476562,,
2016,AFC,AFC East,MIA,10,6,0,0.625,2,0.3375,0.449219,6,LostWC
2016,AFC,AFC East,NE,14,2,0,0.875,1,0.419643,0.433594,1,WonSB
2016,AFC,AFC East,NYJ,5,11,0,0.3125,4,0.3125,0.511719,,
2016,AFC,AFC North,BAL,8,8,0,0.5,2,0.359375,0.492188,,
2016,AFC,AFC North,CIN,6,9,1,0.40625,3,0.333333,0.519531,,
2016,AFC,AFC North,CLE,1,15,0,0.0625,4,0.3125,0.542969,,
2016,AFC,AFC North,PIT,11,5,0,0.6875,1,0.414773,0.488281,3,LostCC
2016,AFC,AFC South,HOU,9,7,0,0.5625,1,0.423611,0.5,4,LostDV
2016,AFC,AFC South,IND,8,8,0,0.5,3,0.40625,0.492188,,
2016,AFC,AFC South,JAX,3,13,0,0.1875,4,0.416667,0.527344,,
2016,AFC,AFC South,TEN,9,7,0,0.5625,2,0.458333,0.464844,,
2016,AFC,AFC West,DEN,9,7,0,0.5625,3,0.451389,0.546875,,
2016,AFC,AFC West,KC,12,4,0,0.75,1,0.479167,0.507812,2,LostDV
2016,AFC,AFC West,OAK,12,4,0,0.75,2,0.442708,0.503906,5,LostWC
2016,AFC,AFC West,SD,5,11,0,0.3125,4,0.5125,0.542969,,
2016,NFC,NFC East,DAL,13,3,0,0.8125,1,0.432692,0.464844,1,LostDV
2016,NFC,NFC East,NYG,11,5,0,0.6875,2,0.448864,0.480469,5,LostWC
2016,NFC,NFC East,PHI,7,9,0,0.4375,4,0.517857,0.550781,,
2016,NFC,NFC East,WAS,8,7,1,0.53125,3,0.429688,0.511719,,
2016,NFC,NFC North,CHI,3,13,0,0.1875,4,0.395833,0.519531,,
2016,NFC,NFC North,DET,9,7,0,0.5625,2,0.388889,0.472656,6,LostWC
2016,NFC,NFC North,GB,10,6,0,0.625,1,0.45,0.503906,4,LostCC
2016,NFC,NFC North,MIN,8,8,0,0.5,3,0.453125,0.488281,,
2016,NFC,NFC South,ATL,11,5,0,0.6875,1,0.448864,0.476562,2,LostSB
2016,NFC,NFC South,CAR,6,10,0,0.375,4,0.34375,0.511719,,
2016,NFC,NFC South,NO,7,9,0,0.4375,3,0.383929,0.519531,,
2016,NFC,NFC South,TB,9,7,0,0.5625,2,0.430556,0.488281,,
2016,NFC,NFC West,ARI,7,8,1,0.46875,2,0.357143,0.457031,,
2016,NFC,NFC West,LAR,4,12,0,0.25,3,0.484375,0.496094,,
2016,NFC,NFC West,SEA,10,5,1,0.65625,1,0.425,0.4375,3,LostDV
2016,NFC,NFC West,SF,2,14,0,0.125,4,0.25,0.496094,,
2017,AFC,AFC East,BUF,9,7,0,0.5625,2,0.395833,0.492188,6,LostWC
2017,AFC,AFC East,MIA,6,10,0,0.375,3,0.53125,0.542969,,
2017,AFC,AFC East,NE,13,3,0,0.8125,1,0.466346,0.484375,1,LostSB
2017,AFC,AFC East,NYJ,5,11,0,0.3125,4,0.4375,0.519531,,
2017,AFC,AFC North,BAL,9,7,0,0.5625,2,0.298611,0.441406,,
2017,AFC,AFC North,CIN,7,9,0,0.4375,3,0.321429,0.464844,,
2017,AFC,AFC North,CLE,0,16,0,0.0,4,0.0,0.519531,,
2017,AFC,AFC North,PIT,13,3,0,0.8125,1,0.423077,0.453125,2,LostDV
2017,AFC,AFC South,HOU,4,12,0,0.25,4,0.375,0.515625,,
2017,AFC,AFC South,IND,4,12,0,0.25,3,0.21875,0.480469,,
2017,AFC,AFC South,JAX,10,6,0,0.625,1,0.39375,0.433594,3,LostCC
2017,AFC,AFC South,TEN,9,7,0,0.5625,2,0.395833,0.433594,5,LostDV
2017,AFC,AFC West,DEN,5,11,0,0.3125,4,0.4125,0.492188,,
2017,AFC,AFC West,KC,10,6,0,0.625,1,0.48125,0.476562,4,LostWC
2017,AFC,AFC West,OAK,6,10,0,0.375,3,0.395833,0.511719,,
2017,AFC,AFC West,LAC,9,7,0,0.5625,2,0.347222,0.457031,,
2017,NFC,NFC East,DAL,9,7,0,0.5625,2,0.4375,0.496094,,
2017,NFC,NFC East,NYG,3,13,0,0.1875,4,0.458333,0.53125,,
2017,NFC,NFC East,PHI,13,3,0,0.8125,1,0.432692,0.460938,1,WonSB
2017,NFC,NFC East,WAS,7,9,0,0.4375,3,0.428571,0.539062,,
2017,NFC,NFC North,CHI,5,11,0,0.3125,4,0.5,0.558594,,
2017,NFC,NFC North,DET,9,7,0,0.5625,2,0.368056,0.496094,,
2017,NFC,NFC North,GB,7,9,0,0.4375,3,0.357143,0.539062,,
2017,NFC,NFC North,MIN,13,3,0,0.8125,1,0.447115,0.492188,2,LostCC
2017,NFC,NFC South,ATL,10,6,0,0.625,3,0.475,0.542969,6,LostDV
2017,NFC,NFC South,CAR,11,5,0,0.6875,2,0.5,0.539062,5,LostWC
2017,NFC,NFC South,NO,11,5,0,0.6875,1,0.482955,0.535156,4,LostDV
2017,NFC,NFC South,TB,5,11,0,0.3125,4,0.375,0.554688,,
2017,NFC,NFC West,ARI,8,8,0,0.5,3,0.40625,0.488281,,
2017,NFC,NFC West,LAR,11,5,0,0.6875,1,0.460227,0.503906,3,LostWC
2017,NFC,NFC West,SEA,9,7,0,0.5625,2,0.444444,0.492188,,
2017,NFC,NFC West,SF,6,10,0,0.375,4,0.4375,0.511719,,
2018,AFC,AFC East,BUF,6,10,0,0.375,3,0.40625,0.519531,,
2018,AFC,AFC East,MIA,7,9,0,0.4375,2,0.446429,0.464844,,
2018,AFC,AFC East,NE,11,5,0,0.6875,1,0.488636,0.476562,2,WonSB
2018,AFC,AFC East,NYJ,4,12,0,0.25,4,0.4375,0.5,,
2018,AFC,AFC North,BAL,10,6,0,0.625,1,0.44375,0.488281,4,LostWC
2018,AFC,AFC North,CIN,6,10,0,0.375,4,0.447917,0.527344,,
2018,AFC,AFC North,CLE,7,8,1,0.46875,3,0.410714,0.511719,,
2018,AFC,AFC North,PIT,9,6,1,0.59375,2,0.444444,0.5,,
2018,AFC,AFC South,HOU,11,5,0,0.6875,1,0.431818,0.46875,3,LostWC
2018,AFC,AFC South,IND,10,6,0,0.625,2,0.45625,0.464844,6,LostDV
2018,AFC,AFC South,JAX,5,11,0,0.3125,4,0.4625,0.546875,,
2018,AFC,AFC South,TEN,9,7,0,0.5625,3,0.465278,0.519531,,
2018,AFC,AFC West,DEN,6,10,0,0.375,3,0.458333,0.519531,,
2018,AFC,AFC West,KC,12,4,0,0.75,1,0.395833,0.476562,1,LostCC
2018,AFC,AFC West,OAK,4,12,0,0.25,4,0.390625,0.542969,,
2018,AFC,AFC West,LAC,12,4,0,0.75,2,0.416667,0.472656,5,LostDV
2018,NFC,NFC East,DAL,10,6,0,0.625,1,0.44375,0.488281,4,LostDV
2018,NFC,NFC East,NYG,5,11,0,0.3125,4,0.4875,0.527344,,
2018,NFC,NFC East,PHI,9,7,0,0.5625,2,0.486111,0.515625,6,LostDV
2018,NFC,NFC East,WAS,7,9,0,0.4375,3,0.366071,0.484375,,
2018,NFC,NFC North,CHI,12,4,0,0.75,1,0.411458,0.421875,3,LostWC
2018,NFC,NFC North,DET,6,10,0,0.375,4,0.416667,0.496094,,
2018,NFC,NFC North,GB,6,9,1,0.40625,3,0.416667,0.484375,,
2018,NFC,NFC North,MIN,8,7,1,0.53125,2,0.351562,0.5,,
2018,NFC,NFC South,ATL,7,9,0,0.4375,2,0.348214,0.476562,,
2018,NFC,NFC South,CAR,7,9,0,0.4375,3,0.517857,0.503906,,
2018,NFC,NFC South,NO,13,3,0,0.8125,1,0.480769,0.476562,1,LostCC
2018,NFC,NFC South,TB,5,11,0,0.3125,4,0.5,0.519531,,
2018,NFC,NFC West,ARI,3,13,0,0.1875,4,0.291667,0.523438,,
2018,NFC,NFC West,LAR,13,3,0,0.8125,1,0.423077,0.476562,2,LostSB
2018,NFC,NFC West,SEA,10,6,0,0.625,2,0.39375,0.480469,5,LostWC
2018,NFC,NFC West,SF,4,12,0,0.25,3,0.40625,0.5,,
2019,AFC,AFC East,BUF,0,0,0,0.5,,0.5,0.5,,
2019,AFC,AFC East,MIA,0,0,0,0.5,,0.5,0.5,,
2019,AFC,AFC East,NE,0,0,0,0.5,,0.5,0.5,,
2019,AFC,AFC East,NYJ,0,0,0,0.5,,0.5,0.5,,
2019,AFC,AFC North,BAL,0,0,0,0.5,,0.5,0.5,,
2019,AFC,AFC North,CIN,0,0,0,0.5,,0.5,0.5,,
2019,AFC,AFC North,CLE,0,0,0,0.5,,0.5,0.5,,
2019,AFC,AFC North,PIT,0,0,0,0.5,,0.5,0.5,,
2019,AFC,AFC South,HOU,0,0,0,0.5,,0.5,0.5,,
2019,AFC,AFC South,IND,0,0,0,0.5,,0.5,0.5,,
2019,AFC,AFC South,JAX,0,0,0,0.5,,0.5,0.5,,
2019,AFC,AFC South,TEN,0,0,0,0.5,,0.5,0.5,,
2019,AFC,AFC West,DEN,0,0,0,0.5,,0.5,0.5,,
2019,AFC,AFC West,KC,0,0,0,0.5,,0.5,0.5,,
2019,AFC,AFC West,LAC,0,0,0,0.5,,0.5,0.5,,
2019,AFC,AFC West,OAK,0,0,0,0.5,,0.5,0.5,,
2019,NFC,NFC East,DAL,0,0,0,0.5,,0.5,0.5,,
2019,NFC,NFC East,NYG,0,0,0,0.5,,0.5,0.5,,
2019,NFC,NFC East,PHI,0,0,0,0.5,,0.5,0.5,,
2019,NFC,NFC East,WAS,0,0,0,0.5,,0.5,0.5,,
2019,NFC,NFC North,CHI,0,0,0,0.5,,0.5,0.5,,
2019,NFC,NFC North,DET,0,0,0,0.5,,0.5,0.5,,
2019,NFC,NFC North,GB,0,0,0,0.5,,0.5,0.5,,
2019,NFC,NFC North,MIN,0,0,0,0.5,,0.5,0.5,,
2019,NFC,NFC South,ATL,0,0,0,0.5,,0.5,0.5,,
2019,NFC,NFC South,CAR,0,0,0,0.5,,0.5,0.5,,
2019,NFC,NFC South,NO,0,0,0,0.5,,0.5,0.5,,
2019,NFC,NFC South,TB,0,0,0,0.5,,0.5,0.5,,
2019,NFC,NFC West,ARI,0,0,0,0.5,,0.5,0.5,,
2019,NFC,NFC West,LAR,0,0,0,0.5,,0.5,0.5,,
2019,NFC,NFC West,SEA,0,0,0,0.5,,0.5,0.5,,
2019,NFC,NFC West,SF,0,0,0,0.5,,0.5,0.5,,
